"TestFormatRangeID","ActiveRange","TestFormatCode","PrimaryCode","ConditionalCode","ConditionalValue","Fasting","Sex","Age","AgeUnits","RangeDescription","PhoneRangeLow","PhoneRangeHigh","FlagRangeLow","FlagRangeHigh","AlertRangeLow","AlertRangeHigh","AuthorisationRangeLow","AuthorisationRangeHigh","DateValidFrom"
"1714","True","FT4","False","","","False","","11","M","(11.4 - 21.9)","5.3000","63.0000","11.4000","21.9000","","","11.4000","21.9000","2018-09-17"
"1715","True","FT4","False","","","False","","18","Y","(10.3 - 17.0)","5.3000","63.0000","10.3000","17.0000","","","10.3000","17.0000","2019-06-06"
"1716","True","FT4","False","","","False","","120","Y","(9.0 - 19.0)","5.3000","63.0000","9.0000","19.0000","","","9.0000","19.0000","2018-09-17"
"1717","True","FT4X","True","","","False","","14","D","(13.5 - 41.3)","5.3000","63.0000","13.5000","41.3000","","","13.5000","41.3000","2018-09-17"
"1718","True","FT4X","False","","","False","","29","D","(8.7 - 32.5)","5.3000","63.0000","8.7000","32.5000","","","8.7000","32.5000","2018-09-17"
"1719","True","FT4X","False","","","False","","11","M","(11.4 - 21.9)","5.3000","63.0000","11.4000","21.9000","","","11.4000","21.9000","2018-09-17"
"1720","True","FT4X","False","","","False","","18","Y","(10.3 - 17.0)","5.3000","63.0000","10.3000","17.0000","","","10.3000","17.0000","2019-06-06"
"1721","True","FT4X","False","","","False","","120","Y","(9.0 - 19.0)","5.3000","63.0000","9.0000","19.0000","","","9.0000","19.0000","2018-09-17"
"1722","True","XFT4","True","","","False","","14","D","(13.5 - 41.3)","5.3000","63.0000","13.5000","41.3000","","","13.5000","41.3000","2018-09-17"
"1723","True","XFT4","False","","","False","","29","D","(8.7 - 32.5)","5.3000","63.0000","8.7000","32.5000","","","8.7000","32.5000","2018-09-17"
"1724","True","XFT4","False","","","False","","11","M","(11.4 - 21.9)","5.3000","63.0000","11.4000","21.9000","","","11.4000","21.9000","2018-09-17"
"1725","True","XFT4","False","","","False","","18","Y","(10.3 - 17.0)","5.3000","63.0000","10.3000","17.0000","","","10.3000","17.0000","2019-06-06"
"1726","True","XFT4","False","","","False","","120","Y","(9.0 - 19.0)","5.3000","63.0000","9.0000","19.0000","","","9.0000","19.0000","2018-09-17"
"1727","True","FT3","True","","","False","","11","M","(3.56 - 7.48)",".0000","20.0000","3.5600","7.4800","","","99999.0000","99999.0000","2018-09-17"
"1728","True","FT3","False","","","False","","11","Y","(4.29 - 6.79)",".0000","20.0000","4.2900","6.7900","","","99999.0000","99999.0000","2018-09-17"
"1729","True","FT3","False","","","False","F","14","Y","(3.84 - 6.06)",".0000","20.0000","3.8400","6.0600","","","99999.0000","99999.0000","2018-09-17"
"1730","True","FT3","False","","","False","M","14","Y","(4.44 - 6.65)",".0000","20.0000","4.4400","6.6500","","","99999.0000","99999.0000","2018-09-17"
"1731","True","FT3","False","","","False","F","18","Y","(3.55 - 5.70)",".0000","20.0000","3.5500","5.7000","","","99999.0000","99999.0000","2018-09-17"
"1732","True","FT3","False","","","False","M","18","Y","(3.46 - 5.92)",".0000","20.0000","3.4600","5.9200","","","99999.0000","99999.0000","2018-09-17"
"1733","True","FT3","False","","","False","","120","Y","(2.89 - 4.88)",".0000","20.0000","2.8900","4.8800","","","99999.0000","99999.0000","2018-09-17"
"1734","True","THUT","True","","","False","","","","","","","","","","","","",""
"1735","True","TAA","True","","","False","","","","(<5.61)","","",".0000","5.6100","","","99999.0000","99999.0000","2018-09-17"
"1736","True","TAAX","True","","","False","","","","(<5.61)","","",".0000","5.6100","","","99999.0000","99999.0000","2018-09-17"
"1737","True","THYG","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1738","True","THAB","True","","","False","","","","(<115)","","",".0000","115.0000","","","99999.0000","99999.0000","2012-06-25"
"1739","True","TSAB","True","","","False","","","","","","","1.0000","2.0000","","","99999.0000","99999.0000","2017-02-01"
"1740","True","TSRA","True","","","False","","","","(0 - 2)","","",".0000","2.0000","","","99999.0000","99999.0000",""
"1741","True","FSH","True","","","False","F","11","M","(0.4 - 10.4)","","",".4000","10.4000","","","99999.0000","99999.0000","2018-09-17"
"1742","True","FSH","False","","","False","F","8","Y","(0.4 - 5.5)","","",".4000","5.5000","","","99999.0000","99999.0000","2018-09-17"
"1743","True","FSH","False","","","False","F","10","Y","(0.4 - 4.2)","","",".4000","4.2000","","","99999.0000","99999.0000","2018-09-17"
"1744","True","FSH","False","","","False","F","18","Y","(0.3 - 7.8)","","",".3000","7.8000","","","99999.0000","99999.0000","2018-09-17"
"1745","True","FSH","False","","","False","M","11","M","(0.1 - 2.4)","","",".1000","2.4000","","","99999.0000","99999.0000","2018-09-17"
"1746","True","FSH","False","","","False","M","4","Y","(0.0 - 0.9)","","",".0000",".9000","","","99999.0000","99999.0000","2018-09-17"
"1747","True","FSH","False","","","False","M","9","Y","(0.0 - 1.6)","","",".0000","1.6000","","","99999.0000","99999.0000","2018-09-17"
"1748","True","FSH","False","","","False","M","12","Y","(0.4 - 3.9)","","",".4000","3.9000","","","99999.0000","99999.0000","2018-09-17"
"1749","True","FSH","False","","","False","M","18","Y","(0.8 - 5.1)","","",".8000","5.1000","","","99999.0000","99999.0000","2018-09-17"
"1750","True","FSH","False","","","False","M","120","Y","(0.95 - 11.95)","","",".9500","11.9500","","","99999.0000","99999.0000","2018-09-17"
"1751","True","LH","True","","","False","F","2","M"," (0 - 2.4)","","",".0000","2.4000","","","99999.0000","99999.0000","2018-09-17"
"1752","True","LH","False","","","False","F","11","M"," (0 - 1.2)","","",".0000","1.2000","","","99999.0000","99999.0000","2018-09-17"
"1753","True","LH","False","","","False","F","9","Y"," (0 - 0.3)","","",".0000",".3000","","","99999.0000","99999.0000","2018-09-17"
"1754","True","LH","False","","","False","F","12","Y"," (0 - 4.3)","","",".0000","4.3000","","","99999.0000","99999.0000","2018-09-17"
"1755","True","LH","False","","","False","F","14","Y"," (0.4 - 6.5)","","",".4000","6.5000","","","99999.0000","99999.0000","2018-09-17"
"1756","True","LH","False","","","False","F","16","Y"," (0 - 13.1)","","",".0000","13.1000","","","99999.0000","99999.0000","2018-09-17"
"1757","True","LH","False","","","False","F","18","Y"," (0 - 8.4)","","",".0000","8.4000","","","99999.0000","99999.0000","2018-09-17"
"1758","True","LH","False","","","False","M","2","M"," (0.2 - 3.8)","","",".2000","3.8000","","","99999.0000","99999.0000","2018-09-17"
"1759","True","LH","False","","","False","M","11","M"," (0 - 2.9)","","",".0000","2.9000","","","99999.0000","99999.0000","2018-09-17"
"1760","True","LH","False","","","False","M","9","Y"," (0 - 0.3)","","",".0000",".3000","","","99999.0000","99999.0000","2018-09-17"
"1761","True","LH","False","","","False","M","12","Y"," (0 - 4.3)","","",".0000","4.3000","","","99999.0000","99999.0000","2018-09-17"
"1762","True","LH","False","","","False","M","14","Y"," (0 - 4.1)","","",".0000","4.1000","","","99999.0000","99999.0000","2018-09-17"
"1763","True","LH","False","","","False","M","16","Y"," (0.8 - 4.8)","","",".8000","4.8000","","","99999.0000","99999.0000","2018-09-17"
"1764","True","LH","False","","","False","M","18","Y"," (0.9 - 7.1)","","",".9000","7.1000","","","99999.0000","99999.0000","2018-09-17"
"1765","True","LH","False","","","False","M","120","Y"," (0.57 - 12.07)","","",".5700","12.0700","","","99999.0000","99999.0000","2018-09-17"
"1766","True","PROG","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1767","True","17OH","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1768","True","PROL","True","","","False","F","","","(109 - 557)","","","109.0000","557.0000","","","109.0000","557.0000","2018-09-17"
"1769","True","PROL","False","","","False","M","","","(73 - 407)","","","73.0000","407.0000","","","73.0000","407.0000","2018-09-17"
"1770","True","PRDI","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1771","True","PRPE","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1772","True","MPRL","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1773","True","E2","True","","","False","F","15","D","","","","","","","","","","2018-09-17"
"1774","True","E2","False","","","False","F","1","Y","(0 - 92)","","",".0000","92.0000","","",".0000","92.0000","2018-09-17"
"1775","True","E2","False","","","False","F","9","Y","(0 - 37)","","",".0000","37.0000","","",".0000","37.0000","2018-09-17"
"1776","True","E2","False","","","False","F","11","Y","(0 - 176)","","",".0000","176.0000","","",".0000","176.0000","2018-09-17"
"1777","True","E2","False","","","False","F","12","Y","(0 - 345)","","",".0000","345.0000","","",".0000","345.0000","2018-09-17"
"1778","True","E2","False","","","False","F","14","Y","(39 - 631)","","","39.0000","631.0000","","","39.0000","631.0000","2018-09-17"
"1779","True","E2","False","","","False","F","19","Y","(0 - 936)","","",".0000","936.0000","","",".0000","936.0000","2018-09-17"
"1780","True","E2","False","","","False","M","15","D","","","","","","","","","","2018-09-17"
"1781","True","E2","False","","","False","M","1","Y","(0 - 92)","","",".0000","92.0000","","",".0000","92.0000","2018-09-17"
"1782","True","E2","False","","","False","M","11","Y","(0 - 46)","","",".0000","46.0000","","",".0000","46.0000","2018-09-17"
"1783","True","E2","False","","","False","M","13","Y","(0 - 95)","","",".0000","95.0000","","",".0000","95.0000","2018-09-17"
"1784","True","E2","False","","","False","M","15","Y","(0 - 102)","","",".0000","102.0000","","",".0000","102.0000","2018-09-17"
"1785","True","E2","False","","","False","M","19","Y","(0 - 141)","","",".0000","141.0000","","",".0000","141.0000","2018-09-17"
"1786","True","E2","False","","","False","M","120","Y","(40 - 161)","","","40.0000","161.0000","","","40.0000","161.0000","2018-09-17"
"1787","True","TEST","True","","","False","F","8","Y","(0.04 - 2.15)","","",".0400","2.1500","","","99999.0000","99999.0000","2018-09-17"
"1788","True","TEST","False","","","False","F","12","Y","(0.0 - 0.98)","","",".0000",".9800","","","99999.0000","99999.0000","2018-09-17"
"1789","True","TEST","False","","","False","F","14","Y","(0.36 - 1.54)","","",".3600","1.5400","","","99999.0000","99999.0000","2018-09-17"
"1790","True","TEST","False","","","False","F","18","Y","(0.49 - 1.70)","","",".4900","1.7000","","","99999.0000","99999.0000","2018-09-17"
"1791","True","TEST","False","","","False","F","49","Y","(0.48 - 1.85)","","",".4800","1.8500","","","99999.0000","99999.0000","2018-09-17"
"1792","True","TEST","False","","","False","F","120","Y","(0.43 - 1.24)","","",".4300","1.2400","","","99999.0000","99999.0000","2018-09-17"
"1793","True","TEST","False","","","False","M","5","M","(0.3 - 10.4)","","",".3000","10.4000","","","99999.0000","99999.0000","2018-09-17"
"1794","True","TEST","False","","","False","M","8","Y","(0.0 - 1.2)","","",".0000","1.2000","","","99999.0000","99999.0000","2018-09-17"
"1795","True","TEST","False","","","False","M","10","Y","(0.0 - 0.8)","","",".0000",".8000","","","99999.0000","99999.0000","2018-09-17"
"1796","True","TEST","False","","","False","M","13","Y","(0.0 - 15.4)","","",".0000","15.4000","","","99999.0000","99999.0000","2018-09-17"
"1797","True","TEST","False","","","False","M","15","Y","(1.3 - 21.9)","","","1.3000","21.9000","","","99999.0000","99999.0000","2018-09-17"
"1798","True","TEST","False","","","False","M","18","Y","(5.1 - 27.6)","","","5.1000","27.6000","","","99999.0000","99999.0000","2018-09-17"
"1799","True","TEST","False","","","False","M","49","Y","(8.33 - 30.19)","","","8.3300","30.1900","","","99999.0000","99999.0000","2018-09-17"
"1800","True","TEST","False","","","False","M","120","Y","(7.66 - 24.82)","","","7.6600","24.8200","","","99999.0000","99999.0000","2018-09-17"
"1801","True","FTES","True","","","False","","","","","","","","","","","","",""
"1802","True","TESX","True","","","False","F","8","Y","(0.04 - 2.15)","","",".0400","2.1500","","","99999.0000","99999.0000","2018-09-17"
"1803","True","TESX","False","","","False","F","12","Y","(0.0 - 0.98)","","",".0000",".9800","","","99999.0000","99999.0000","2018-09-17"
"1804","True","TESX","False","","","False","F","14","Y","(0.36 - 1.54)","","",".3600","1.5400","","","99999.0000","99999.0000","2018-09-17"
"1805","True","TESX","False","","","False","F","18","Y","(0.49 - 1.70)","","",".4900","1.7000","","","99999.0000","99999.0000","2018-09-17"
"1806","True","TESX","False","","","False","F","49","Y","(0.48 - 1.85)","","",".4800","1.8500","","","99999.0000","99999.0000","2018-09-17"
"1807","True","TESX","False","","","False","F","120","Y","(0.43 - 1.24)","","",".4300","1.2400","","","99999.0000","99999.0000","2018-09-17"
"1808","True","TESX","False","","","False","M","5","M","(0.3 - 10.4)","","",".3000","10.4000","","","99999.0000","99999.0000","2018-09-17"
"1809","True","TESX","False","","","False","M","8","Y","(0.0 - 1.2)","","",".0000","1.2000","","","99999.0000","99999.0000","2018-09-17"
"1810","True","TESX","False","","","False","M","10","Y","(0.0 - 0.8)","","",".0000",".8000","","","99999.0000","99999.0000","2018-09-17"
"1811","True","TESX","False","","","False","M","13","Y","(0.0 - 15.4)","","",".0000","15.4000","","","99999.0000","99999.0000","2018-09-17"
"1812","True","TESX","False","","","False","M","15","Y","(1.3 - 21.9)","","","1.3000","21.9000","","","99999.0000","99999.0000","2018-09-17"
"1813","True","TESX","False","","","False","M","18","Y","(5.1 - 27.6)","","","5.1000","27.6000","","","99999.0000","99999.0000","2018-09-17"
"1814","True","TESX","False","","","False","M","49","Y","(8.33 - 30.19)","","","8.3300","30.1900","","","99999.0000","99999.0000","2018-09-17"
"1815","True","TESX","False","","","False","M","120","Y","(7.66 - 24.82)","","","7.6600","24.8200","","","99999.0000","99999.0000","2018-09-17"
"1816","True","SHBG","True","","","False","","1","M","(14 - 120)","","","14.0000","120.0000","","","14.0000","120.0000","2018-09-17"
"1817","True","SHBG","False","","","False","","1","Y","(36 - 229)","","","36.0000","229.0000","","","36.0000","229.0000","2018-09-17"
"1818","True","SHBG","False","","","False","","8","Y","(42 - 189)","","","42.0000","189.0000","","","42.0000","189.0000","2018-09-17"
"1819","True","SHBG","False","","","False","","11","Y","(26 - 162)","","","26.0000","162.0000","","","26.0000","162.0000","2018-09-17"
